id,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,favorited,retweeted
1250830046677303296,False,0,0,0,0,False,False
1250830122678202371,False,0,0,0,0,False,False
1250830326894600192,False,0,0,0,0,False,False
1250830408914173953,False,0,0,0,0,False,False
1250830432033275915,False,0,0,0,0,False,False
1250830589378297856,False,0,0,0,0,False,False
1250830642302115840,False,0,0,0,0,False,False
1250830683649511425,False,0,0,0,0,False,False
1250830712254717955,False,0,0,0,0,False,False
1250830790692347904,False,0,0,0,0,False,False
1250831047702597635,False,0,0,0,0,False,False
1250832797243146240,False,0,0,0,0,False,False
1250832810526507008,False,0,0,0,0,False,False
1250833153205383171,False,0,0,0,0,False,False
1250833223413911555,False,0,0,0,0,False,False
1250833690541854723,False,0,0,0,0,False,False
1250833866207698944,False,0,0,0,0,False,False
1250833881051418625,False,0,0,0,0,False,False
1250834076354973699,False,0,0,0,0,False,False
1250834140162936833,False,0,0,0,0,False,False
1250834267703324676,False,0,0,0,0,False,False
1250834309805735936,False,0,0,0,0,False,False
1250834320429928448,False,0,0,0,0,False,False
1250834611090927617,False,0,0,0,0,False,False
1250834676568084480,False,0,0,0,0,False,False
1250834765235867648,False,0,0,0,0,False,False
1250834777156079617,False,0,0,0,0,False,False
1250835140856745988,False,0,0,0,0,False,False
